Gender,Age,Married,Number of Dependents,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,age_group,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,avg_monthly_spend,spend_change,high_bill
0,54,1,0,92270.0,33.76,-116.43,10,1.57,1,0.91,0.0,1,8.0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,1.35,2.21,0.0,0,2.28,2.42,0,Adult,1,0,0,0,0,1,0.86,0.49,1
1,35,1,0,92339.0,34.07,-116.9,7,1.29,1,0.78,0.0,1,11.0,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.14,1.81,0.0,0,1.83,1.97,0,Young,1,0,0,0,0,1,0.79,0.35,1
1,29,1,1,93451.0,35.89,-120.61,10,-0.59,1,0.74,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.41,-0.83,0.0,0,-0.13,-0.7,0,Young,0,1,0,1,0,0,-2.0,0.59,0
1,49,1,2,93117.0,34.49,-120.09,6,1.61,1,-1.68,1.0,1,20.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.42,2.34,0.0,0,-0.65,1.65,0,Adult,0,1,0,0,0,1,0.89,0.52,1
0,40,1,2,93651.0,37.01,-119.51,1,1.04,1,0.33,1.0,1,24.0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.61,1.12,0.0,0,1.17,1.23,0,Adult,1,0,0,0,0,1,0.55,0.06,1
1,51,0,0,93023.0,34.58,-118.93,0,-1.03,1,1.14,1.0,1,16.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0.48,-0.78,47.19,0,-0.55,-0.79,0,Adult,1,0,0,1,0,0,22.48,-22.01,1
0,22,0,0,91765.0,33.99,-117.81,0,-1.03,1,1.52,1.0,1,48.0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,1.05,-0.72,0.0,0,-0.51,-0.72,0,Young,1,0,0,1,0,0,20.99,-19.94,1
0,35,0,0,94102.0,37.78,-122.42,0,-1.2,1,-0.37,0.0,1,17.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.59,-0.94,0.0,0,-0.81,-0.99,0,Young,0,1,0,1,0,0,4.78,-5.37,0
0,33,0,0,96003.0,40.68,-122.29,0,0.8,1,-1.48,1.0,1,22.0,0,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1.27,1.36,46.67,0,-0.55,0.9,0,Young,1,0,0,1,0,0,0.76,0.52,1
0,33,1,2,91351.0,34.42,-118.42,1,-0.87,1,-0.72,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.39,-0.89,18.17,0,-0.68,-0.91,0,Young,1,0,0,1,0,0,-6.91,5.52,0
1,56,0,0,94605.0,37.76,-122.14,0,-1.28,1,-0.62,0.0,1,8.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.46,-0.98,0.0,30,-0.86,-1.03,0,Adult,1,0,0,1,0,0,3.53,-3.99,0
1,43,0,0,92324.0,34.03,-117.27,0,0.02,1,1.78,0.0,1,19.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.21,0.06,0.0,60,1.04,0.37,0,Adult,1,0,0,1,0,0,0.05,0.16,1
1,60,1,0,91752.0,34.0,-117.54,0,0.8,1,0.28,1.0,1,30.0,0,1,1.0,0.0,1.0,0.0,0.0,1.0,0,1.0,1.21,0.0,0,0.91,1.23,0,Adult,1,0,0,1,0,0,0.67,0.33,1
1,32,1,2,93554.0,35.41,-117.77,3,0.15,1,-0.42,0.0,1,19.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.41,-0.21,0.0,0,-0.05,-0.18,0,Young,0,1,0,1,0,0,-0.18,-0.23,0
1,44,0,0,94122.0,37.76,-122.48,0,-1.28,1,-0.92,0.0,1,12.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1,-0.29,-0.98,0.0,0,-0.87,-1.04,1,Adult,0,0,1,1,0,0,3.52,-3.81,0
1,27,1,0,91730.0,34.1,-117.58,2,0.76,1,-0.32,0.0,1,46.0,1,1,1.0,0.0,1.0,0.0,0.0,1.0,1,0.96,1.03,0.0,0,0.38,0.93,0,Young,1,0,0,0,1,0,0.59,0.38,1
1,25,1,3,90201.0,33.97,-118.17,6,-0.91,1,-1.47,1.0,1,59.0,0,1,1.0,1.0,1.0,0.0,0.0,1.0,0,0.31,-0.68,0.0,0,-0.82,-0.78,0,Young,0,1,0,0,0,1,-7.78,8.09,1
1,51,1,0,95350.0,37.67,-121.01,4,-0.06,1,-1.61,1.0,1,13.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.31,0.42,17.01,0,-0.75,0.11,1,Adult,1,0,0,1,0,0,0.45,0.86,1
0,59,1,3,95354.0,37.64,-120.96,1,1.61,1,1.42,1.0,1,53.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,-1.84,1.85,0.0,0,2.91,2.32,0,Adult,1,0,0,0,0,1,0.71,-2.55,0
1,45,0,0,91502.0,34.18,-118.31,0,-0.87,1,1.72,1.0,1,28.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1,1.2,-0.51,0.0,0,-0.25,-0.48,1,Adult,1,0,0,1,0,0,-3.95,5.15,1
0,22,0,0,95043.0,36.53,-120.95,0,-0.67,1,-1.58,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.42,-0.88,0.0,0,-0.81,-0.94,0,Young,0,1,0,1,0,0,-2.66,1.24,0
0,77,1,0,92501.0,33.99,-117.37,7,-0.1,1,1.12,1.0,1,8.0,0,0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.36,-0.04,0.0,0,0.55,0.13,0,Senior,1,0,0,0,0,1,-0.05,0.41,1
0,45,0,0,94116.0,37.74,-122.49,0,1.61,0,0.0,0.47,1,10.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0.06,1.12,0.0,0,-0.88,0.62,0,Adult,1,0,0,0,0,1,0.43,-0.37,0
1,42,1,0,90047.0,33.96,-118.31,1,-0.79,1,-1.01,1.0,1,29.0,1,1,0.0,1.0,1.0,0.0,0.0,1.0,1,0.4,-0.57,0.0,0,-0.7,-0.66,0,Adult,1,0,0,1,0,0,-2.73,3.13,1
1,53,0,0,90731.0,33.74,-118.28,0,-0.99,1,1.68,1.0,1,18.0,1,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0.24,-0.76,0.0,0,-0.43,-0.73,1,Adult,1,0,0,1,0,0,-121.08,121.31,1
1,27,0,0,95125.0,37.29,-121.89,0,-0.55,0,0.0,0.47,1,48.0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,-0.61,-0.61,0.0,0,-0.88,-0.75,1,Young,0,1,0,0,1,0,-1.35,0.73,0
1,74,1,0,93510.0,34.5,-118.21,1,0.23,1,1.81,1.0,1,27.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0,1.01,0.58,0.0,70,1.35,0.88,0,Senior,0,1,0,0,1,0,0.47,0.54,1
0,37,0,0,92057.0,33.25,-117.29,0,-0.95,1,-1.22,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.41,-0.93,0.0,0,-0.79,-0.97,1,Adult,0,1,0,1,0,0,-19.73,18.32,0
1,34,1,1,90716.0,33.83,-118.07,7,0.07,1,1.79,0.0,1,16.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1,-0.1,-0.11,0.0,0,1.11,0.24,0,Young,0,0,1,0,1,0,-0.1,0.0,0
0,53,1,1,90007.0,34.03,-118.29,8,1.57,1,-0.78,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.43,-0.43,0.0,0,0.36,-0.24,0,Adult,0,1,0,0,0,1,-0.17,-1.26,0
1,74,1,0,95232.0,38.36,-120.58,1,-1.2,1,-1.64,0.0,1,9.0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.54,-0.91,0.0,0,-0.87,-0.98,1,Senior,1,0,0,1,0,0,4.59,-4.06,1
0,21,1,0,94062.0,37.41,-122.3,1,0.92,1,-1.1,1.0,1,76.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.31,1.53,0.0,0,-0.2,1.15,1,Young,1,0,0,0,1,0,0.8,0.51,1
1,42,0,0,92806.0,33.84,-117.87,0,-1.2,1,-1.76,1.0,1,8.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.36,-0.91,27.6,0,-0.88,-0.99,0,Adult,1,0,0,1,0,0,4.62,-4.26,1
0,51,0,0,91963.0,32.62,-116.59,0,0.64,1,-1.7,1.0,1,6.0,1,0,1.0,0.0,1.0,1.0,1.0,0.0,1,0.49,0.62,0.0,40,-0.74,0.28,0,Adult,0,1,0,0,1,0,0.38,0.11,1
0,27,1,0,90266.0,33.89,-118.4,8,-0.5,1,1.56,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.4,-0.82,0.0,0,0.21,-0.59,0,Young,0,1,0,0,1,0,-1.66,0.26,0
1,79,0,0,92592.0,33.51,-117.03,0,-0.46,1,-0.32,1.0,1,9.0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.99,-0.14,0.0,0,-0.36,-0.22,1,Senior,1,0,0,1,0,0,-0.25,1.24,1
0,35,0,1,92333.0,34.27,-116.94,0,0.07,1,-1.57,1.0,1,16.0,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1,1.3,0.53,0.0,0,-0.71,0.2,0,Young,1,0,0,0,1,0,0.49,0.81,1
0,70,1,1,93445.0,35.06,-120.6,1,1.45,1,-0.38,1.0,1,13.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,1,0.68,1.5,0.0,0,0.75,1.41,0,Senior,1,0,0,0,0,1,0.61,0.06,1
1,51,1,0,95603.0,38.91,-121.08,5,1.41,1,-0.19,1.0,1,22.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0,0.06,0.9,0.0,0,0.92,0.98,0,Adult,0,1,0,0,0,1,0.37,-0.31,0
0,67,1,0,95250.0,38.24,-120.42,1,-1.28,1,-0.6,1.0,1,29.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.34,-0.97,0.0,30,-0.86,-1.02,1,Senior,1,0,0,1,0,0,3.49,-3.14,1
0,56,1,0,92376.0,34.11,-117.38,7,-0.34,1,-1.81,0.0,1,3.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.33,-0.43,0.0,120,-0.86,-0.55,0,Adult,0,0,1,1,0,0,-0.65,0.32,0
0,42,1,0,95715.0,39.24,-120.72,1,0.27,1,0.76,0.0,1,9.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.53,0.4,0.0,0,0.76,0.54,1,Adult,0,1,0,0,1,0,0.31,0.21,1
0,77,1,0,92584.0,33.65,-117.18,1,-0.14,1,0.91,1.0,1,9.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.4,-0.37,0.0,0,0.4,-0.17,0,Senior,1,0,0,0,1,0,-0.43,0.03,0
1,54,0,0,92327.0,34.88,-116.82,0,-1.28,1,0.32,0.0,1,13.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.19,-0.98,0.0,0,-0.85,-1.02,1,Adult,0,1,0,1,0,0,3.5,-3.31,0
1,19,1,0,91739.0,34.13,-117.52,1,1.41,0,0.0,0.47,1,52.0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,-0.14,0.8,0.0,0,-0.88,0.37,0,Young,1,0,0,0,0,1,0.33,-0.47,0
0,55,0,0,90623.0,33.85,-118.04,0,-0.91,1,-0.94,0.0,1,2.0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1,0.83,-0.63,0.0,0,-0.73,-0.71,1,Adult,1,0,0,1,0,0,-7.13,7.96,1
1,25,1,1,90743.0,33.73,-118.09,7,0.96,1,-1.34,1.0,1,76.0,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0,0.16,0.68,0.0,110,-0.4,0.45,0,Young,1,0,0,0,1,0,0.35,-0.18,0
0,60,1,0,91950.0,32.67,-117.1,7,-0.14,1,0.52,0.0,1,7.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.38,-0.1,0.0,0,0.23,-0.01,0,Adult,0,1,0,0,0,1,-0.12,0.5,1
1,72,0,0,92102.0,32.72,-117.12,0,-1.03,1,-0.67,0.0,1,28.0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1,0.82,-0.75,0.0,0,-0.75,-0.82,0,Senior,1,0,0,0,1,0,21.83,-21.0,1
0,37,0,0,91307.0,34.2,-118.68,0,1.49,0,0.0,0.47,1,19.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1,-0.91,0.09,0.0,150,-0.88,-0.14,0,Adult,1,0,0,0,1,0,0.04,-0.95,0
0,55,1,2,95312.0,37.42,-120.67,1,-1.16,1,-0.65,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.29,-0.97,0.0,0,-0.81,-1.01,0,Adult,0,1,0,0,1,0,6.21,-7.5,0
1,23,0,0,90230.0,33.99,-118.4,0,-0.95,1,-0.86,0.0,1,76.0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.34,-0.72,0.0,0,-0.74,-0.79,1,Young,0,1,0,1,0,0,-15.4,15.74,1
1,74,0,0,94062.0,37.41,-122.3,0,0.11,1,0.56,1.0,1,22.0,1,1,1.0,1.0,1.0,1.0,1.0,0.0,1,1.53,0.69,0.0,110,0.48,0.72,0,Senior,1,0,0,0,1,0,0.62,0.9,1
0,67,0,0,91204.0,34.14,-118.26,0,1.57,1,0.7,1.0,1,21.0,0,1,0.0,1.0,1.0,1.0,0.0,1.0,1,1.4,2.36,0.0,0,2.03,2.46,0,Senior,1,0,0,0,0,1,0.92,0.48,1
1,44,1,0,95005.0,37.08,-122.09,9,1.04,1,0.82,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.27,-0.35,9.22,0,1.61,0.2,0,Adult,0,1,0,0,1,0,-0.17,-1.11,0
0,49,1,0,94563.0,37.87,-122.21,3,-0.95,1,-0.22,1.0,1,21.0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.79,-0.65,0.0,0,-0.65,-0.71,0,Adult,1,0,0,1,0,0,-13.89,14.67,1
1,23,0,0,92372.0,34.46,-117.63,0,-0.83,1,1.77,1.0,1,47.0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,0.39,-0.63,0.0,0,-0.19,-0.55,0,Young,0,1,0,0,1,0,-3.72,4.11,1
0,52,0,0,93932.0,35.99,-121.06,0,-0.42,1,1.55,1.0,1,16.0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,1,1.0,-0.08,0.0,40,0.32,0.04,1,Adult,0,1,0,1,0,0,-0.13,1.14,1
1,73,1,0,91101.0,34.15,-118.14,3,0.6,1,-1.66,1.0,1,7.0,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,-1.91,1.09,0.0,140,-0.72,0.7,0,Senior,1,0,0,1,0,0,0.68,-2.59,0
1,28,0,1,95637.0,38.83,-122.2,0,1.41,1,-0.95,1.0,1,59.0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1.3,2.1,0.0,0,0.11,1.69,0,Young,1,0,0,0,0,1,0.87,0.43,1
1,24,0,0,91780.0,34.1,-118.06,0,-1.12,1,1.3,0.0,1,42.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.43,-0.9,0.0,0,-0.63,-0.9,0,Young,1,0,0,1,0,0,7.74,-8.17,0
1,31,0,0,96108.0,41.75,-120.4,0,-1.16,1,-1.3,1.0,1,3.0,0,0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.2,-0.83,0.0,10,-0.85,-0.91,0,Young,0,1,0,1,0,0,5.3,-4.09,1
0,47,1,0,95255.0,38.42,-120.47,1,0.8,0,0.0,0.47,1,26.0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,1,-0.77,-0.11,0.0,0,-0.88,-0.35,0,Adult,1,0,0,1,0,0,-0.06,-0.71,0
0,32,1,0,92507.0,33.98,-117.32,7,-0.18,1,0.25,0.0,1,24.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0,-0.09,-0.22,0.0,0,0.07,-0.15,0,Young,0,0,1,1,0,0,-0.27,0.17,0
1,66,1,1,90404.0,34.03,-118.47,1,0.92,1,0.68,1.0,1,19.0,1,0,1.0,1.0,1.0,0.0,0.0,1.0,0,0.4,0.83,0.0,0,1.36,1.05,0,Senior,1,0,0,0,1,0,0.43,-0.03,1
0,55,0,0,92327.0,34.88,-116.82,0,-1.24,1,0.13,1.0,1,23.0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,0,0.87,-0.93,0.0,0,-0.82,-0.98,0,Adult,0,1,0,1,0,0,3.9,-3.03,1
1,63,0,0,90302.0,33.98,-118.36,0,0.72,1,0.32,0.0,1,26.0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1,0.84,0.89,0.0,0,0.88,0.96,0,Senior,1,0,0,0,0,1,0.52,0.32,1
0,54,0,0,92252.0,34.17,-116.28,0,0.76,1,1.3,1.0,1,11.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.56,0.8,0.0,10,1.7,1.13,0,Adult,1,0,0,1,0,0,0.45,0.11,1
1,53,1,0,92363.0,34.71,-114.7,0,1.61,0,0.0,0.47,1,6.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0.02,0.99,0.0,0,-0.88,0.52,0,Adult,1,0,0,0,0,1,0.38,-0.36,0
0,31,0,0,95441.0,38.73,-123.06,0,0.76,0,0.0,0.47,1,2.0,1,0,0.0,1.0,0.0,1.0,1.0,1.0,1,-0.63,-0.04,0.0,0,-0.88,-0.3,0,Young,0,1,0,1,0,0,-0.02,-0.6,0
0,41,1,3,95054.0,37.39,-121.97,1,-0.06,0,0.0,0.47,1,23.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0,-0.92,-0.53,0.0,0,-0.88,-0.68,1,Adult,1,0,0,1,0,0,-0.56,-0.36,0
1,73,0,0,93022.0,34.4,-119.3,0,-1.2,1,-0.52,0.0,1,20.0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,1,0.75,-0.91,0.0,0,-0.82,-0.96,1,Senior,1,0,0,1,0,0,4.6,-3.85,1
1,57,0,0,90071.0,34.05,-118.26,0,-1.12,1,-1.43,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.43,-0.96,0.0,0,-0.85,-1.01,1,Adult,0,1,0,1,0,0,8.26,-9.69,0
0,46,0,0,91345.0,34.27,-118.46,0,0.8,1,1.68,0.0,1,12.0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,1,0.7,0.91,0.0,90,2.07,1.36,1,Adult,1,0,0,1,0,0,0.5,0.19,1
0,33,1,0,93726.0,36.79,-119.76,0,-1.12,1,-0.02,1.0,1,26.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0.57,-0.82,0.0,0,-0.74,-0.87,1,Young,1,0,0,1,0,0,7.09,-6.52,1
1,71,0,0,94710.0,37.87,-122.3,0,-0.99,1,1.3,0.0,1,9.0,0,0,1.0,0.0,1.0,1.0,0.0,1.0,1,0.92,-0.68,0.0,0,-0.48,-0.68,1,Senior,1,0,0,1,0,0,-109.35,110.27,1
0,45,0,0,95351.0,37.62,-121.01,0,-1.28,1,1.47,0.0,1,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.62,-0.99,0.0,0,-0.83,-1.03,0,Adult,0,0,1,1,0,0,3.54,-4.16,0
0,76,1,0,92130.0,32.96,-117.2,1,-0.79,1,-1.77,0.0,1,5.0,0,1,0.0,1.0,0.0,1.0,0.0,1.0,1,0.82,-0.49,0.0,0,-0.86,-0.64,1,Senior,1,0,0,1,0,0,-2.33,3.15,1
1,24,0,0,95070.0,37.26,-122.05,0,1.25,1,0.91,1.0,1,48.0,0,1,0.0,0.0,1.0,1.0,1.0,1.0,0,1.09,1.75,0.0,0,1.93,1.95,0,Young,1,0,0,0,0,1,0.78,0.31,1
1,74,0,0,93224.0,35.22,-119.57,0,-0.99,1,0.19,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.91,-0.93,0.0,0,-0.62,-0.92,1,Senior,1,0,0,1,0,0,-149.24,147.33,0
0,34,0,0,93033.0,34.16,-119.12,0,0.76,1,0.29,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.45,-0.56,0.0,0,0.88,-0.19,0,Young,1,0,0,0,1,0,-0.32,-1.13,0
0,21,0,0,90006.0,34.05,-118.29,0,0.11,1,1.07,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.24,-0.61,0.0,0,0.76,-0.26,0,Young,1,0,0,1,0,0,-0.55,-0.69,0
1,55,1,0,92260.0,33.69,-116.41,9,0.55,1,0.74,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.28,-0.54,0.0,0,1.04,-0.12,0,Adult,1,0,0,0,1,0,-0.34,-0.93,0
1,49,1,0,92223.0,33.95,-116.98,1,0.35,1,0.49,0.0,1,28.0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,1,0.09,0.2,0.0,0,0.67,0.35,1,Adult,1,0,0,0,1,0,0.15,-0.06,0
0,35,1,0,90603.0,33.95,-117.99,9,0.88,1,1.81,1.0,1,29.0,1,1,1.0,0.0,1.0,1.0,1.0,1.0,0,1.48,1.69,0.0,0,2.3,2.02,0,Young,1,0,0,1,0,0,0.9,0.58,1
0,73,0,0,95625.0,38.35,-121.9,0,1.41,1,-0.8,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.25,-0.27,0.0,0,0.28,-0.13,0,Senior,0,1,0,0,0,1,-0.11,-1.14,0
0,35,0,0,95569.0,40.36,-123.84,0,-0.83,0,0.0,0.47,1,6.0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0,-0.97,-0.81,0.0,0,-0.88,-0.9,0,Young,0,1,0,1,0,0,-4.79,3.83,0
0,30,1,0,93651.0,37.01,-119.51,9,1.53,1,-1.2,1.0,1,51.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1,0.79,1.64,0.0,0,-0.12,1.26,0,Young,0,1,0,0,0,1,0.65,0.14,1
1,46,1,1,95938.0,39.61,-121.78,6,-0.91,1,-0.47,0.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,1,-1.43,-0.92,0.0,0,-0.66,-0.92,0,Adult,1,0,0,1,0,0,-10.48,9.05,0
1,30,0,0,90021.0,34.03,-118.24,0,-0.46,1,-1.4,0.0,1,73.0,0,1,1.0,0.0,0.0,1.0,1.0,0.0,1,0.85,-0.18,0.0,30,-0.72,-0.35,0,Young,1,0,0,1,0,0,-0.34,1.2,1
0,46,0,0,96093.0,40.76,-122.94,0,-0.06,1,0.66,0.0,1,20.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0.48,0.07,0.0,40,0.37,0.18,1,Adult,1,0,0,1,0,0,0.07,0.4,1
1,68,1,0,94707.0,37.9,-122.28,1,-1.2,1,0.03,0.0,1,2.0,1,0,0.0,1.0,1.0,0.0,0.0,1.0,1,0.8,-0.89,0.0,0,-0.79,-0.94,1,Senior,0,0,1,1,0,0,4.48,-3.69,1
0,62,1,2,96031.0,41.23,-123.19,4,1.25,1,1.72,1.0,1,28.0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1,0.89,1.54,18.78,0,2.73,2.02,0,Senior,1,0,0,0,1,0,0.68,0.21,1
1,55,0,0,90221.0,33.89,-118.21,0,0.15,1,0.29,1.0,1,9.0,0,1,0.0,1.0,0.0,1.0,1.0,0.0,1,0.22,0.1,0.0,60,0.36,0.21,0,Adult,0,1,0,0,1,0,0.09,0.14,1
1,73,0,0,90712.0,33.84,-118.15,0,0.55,1,-1.43,0.0,1,30.0,0,1,0.0,0.0,1.0,1.0,0.0,1.0,0,1.02,0.95,0.0,0,-0.55,0.58,1,Senior,0,1,0,0,1,0,0.61,0.41,1
0,36,1,0,91040.0,34.28,-118.31,4,1.0,1,0.47,1.0,1,13.0,1,1,1.0,1.0,1.0,0.0,0.0,1.0,1,1.27,1.61,0.0,0,1.26,1.64,0,Adult,1,0,0,1,0,0,0.8,0.47,1
1,32,1,0,91354.0,34.46,-118.57,1,1.0,1,1.67,0.0,1,24.0,1,1,0.0,1.0,1.0,0.0,0.0,1.0,1,0.21,0.81,0.0,0,2.35,1.34,0,Young,0,1,0,0,0,1,0.41,-0.19,1
0,29,0,0,95247.0,38.15,-120.44,0,-0.26,1,-0.06,1.0,1,59.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.4,-0.43,0.0,0,-0.13,-0.38,0,Young,0,1,0,0,1,0,-0.59,0.19,0
1,21,1,0,92121.0,32.9,-117.2,6,-0.91,1,-1.19,0.0,1,69.0,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0,-0.28,-0.77,0.0,0,-0.77,-0.84,1,Young,0,1,0,1,0,0,-8.81,8.53,0
0,25,0,0,94611.0,37.83,-122.22,0,1.25,1,-0.2,1.0,1,73.0,0,1,0.0,1.0,1.0,1.0,1.0,0.0,0,1.35,1.96,0.0,130,0.81,1.83,0,Young,1,0,0,1,0,0,0.87,0.48,1
0,43,1,0,94555.0,37.56,-122.08,1,-1.12,1,1.03,0.0,1,24.0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.99,-0.79,0.0,0,-0.65,-0.82,1,Adult,1,0,0,1,0,0,6.78,-5.79,1
0,27,1,1,90731.0,33.74,-118.28,1,1.61,1,0.73,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.27,-0.23,0.0,0,2.12,0.45,0,Young,1,0,0,0,0,1,-0.09,-1.18,0
1,80,0,0,91606.0,34.19,-118.39,0,-1.28,1,-0.75,0.0,1,14.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-0.61,-0.99,0.0,0,-0.87,-1.04,1,Senior,0,1,0,1,0,0,3.54,-4.14,0
1,22,1,3,94706.0,37.89,-122.3,6,0.88,1,-1.25,1.0,1,73.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0,-0.12,0.44,0.0,0,-0.34,0.24,0,Young,1,0,0,0,0,1,0.23,-0.36,0
1,35,1,5,95004.0,36.88,-121.63,2,1.08,1,1.68,1.0,1,53.0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,1,1.07,1.46,0.0,0,2.47,1.88,0,Young,1,0,0,1,0,0,0.7,0.37,1
1,40,0,0,91354.0,34.46,-118.57,0,-1.28,0,0.0,0.47,1,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,-1.25,-1.0,0.0,0,-0.88,-1.05,0,Adult,1,0,0,1,0,0,3.57,-4.82,0
0,23,1,3,92620.0,33.72,-117.75,1,1.49,1,0.57,1.0,0,26.19,0,0,0.44,0.37,0.49,0.5,0.45,0.86,0,-1.28,-0.25,0.0,0,1.81,0.34,0,Young,1,0,0,0,0,1,-0.1,-1.18,0
